SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,group,genus_species,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year,iucn_weight
Fis-132537,8900,Dipturus,nidarosiensis,Norwegian skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Dipturus nidarosiensis,NT,NA,Decreasing,2015,1
Fis-27220,8920,Zebrias,regani,South African zebra sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Coastal fishes,Zebrias regani,NA,NA,NA,NA,NA
Fis-27221,8922,Symphurus,variegatus,NA,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Coastal fishes,Symphurus variegatus,NA,NA,NA,NA,NA
Fis-33078,8923,Raja,africana,African ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Raja africana,NA,NA,NA,NA,NA
Fis-33081,8926,Raja,herwigi,Cape Verde skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Raja herwigi,DD,NA,Unknown,2009,NA
Fis-33098,8954,Dicrolene,pallidus,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Dicrolene pallidus,NA,NA,NA,NA,NA
Fis-27233,8961,Holcomycteronus,profundissimus,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Holcomycteronus profundissimus,LC,NA,Unknown,2015,0
W-Bry-173749,142391,Carbasea,curva,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Flustridae,NA,Carbasea curva,NA,NA,NA,NA,NA
W-Bry-173276,142394,Cellaria,diversa,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Cellariidae,NA,Cellaria diversa,NA,NA,NA,NA,NA
W-Bry-173353,142627,Cellaria,malvinensis,Falkland Cellaria,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Cellariidae,NA,Cellaria malvinensis,NA,NA,NA,NA,NA
Fis-27252,9007,Nybelinella,erikssoni,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae,Coastal fishes,Nybelinella erikssoni,DD,NA,Unknown,2015,NA
Fis-27255,9013,Aldrovandia,rostrata,NA,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,Coastal fishes,Aldrovandia rostrata,LC,NA,Unknown,2015,0
Fis-125812,9018,Cheilopogon,pinnatibarbatus pinnatibarbatus,Bennett's flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Coastal fishes,Cheilopogon pinnatibarbatus pinnatibarbatus,NA,NA,NA,NA,NA
Fis-33149,9044,Parataeniophorus,gulosus,NA,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,Coastal fishes,Parataeniophorus gulosus,NA,NA,NA,NA,NA
Fis-27271,9045,Panturichthys,isognathus,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Heterenchelyidae,Coastal fishes,Panturichthys isognathus,LC,NA,Unknown,2015,0
Fis-33153,9052,Melamphaes,hubbsi,NA,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Coastal fishes,Melamphaes hubbsi,DD,NA,Unknown,2015,NA
Fis-27281,9063,Japonoconger,africanus,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Coastal fishes,Japonoconger africanus,LC,NA,Unknown,2015,0
Fis-144886,9079,Phaenomonas,longissima,Short-maned Sand Eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Coastal fishes,Phaenomonas longissima,LC,NA,Unknown,2015,0
Fis-27290,9081,Callechelys,leucoptera,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Coastal fishes,Callechelys leucoptera,LC,NA,Unknown,2015,0
Fis-33182,9110,Saccopharynx,ramosus,NA,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,Coastal fishes,Saccopharynx ramosus,LC,NA,Unknown,2015,0
Fis-33184,9112,Monognathus,taningi,NA,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae,Coastal fishes,Monognathus taningi,DD,NA,Unknown,2015,NA
Fis-27315,9170,Leptochilichthys,pinguis,Vaillant's smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Leptochilichthyidae,Coastal fishes,Leptochilichthys pinguis,NA,NA,NA,NA,NA
Fis-115790,9182,Parahucho,perryi,Japanese huchen,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coastal fishes,Parahucho perryi,NA,NA,NA,NA,NA
Fis-33246,9201,Gobius,couchi,Couch's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Gobius couchi,LC,NA,Unknown,2014,0
Fis-33249,9208,Amphiprion,mccullochi,Whitesnout anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion mccullochi,NA,NA,NA,NA,NA
Fis-33254,9227,Chromis,struhsakeri,Struhsaker's chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis struhsakeri,NA,NA,NA,NA,NA
Fis-33271,9254,Dascyllus,strasburgi,Strasburg's dascyllus,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Dascyllus strasburgi,NA,NA,NA,NA,NA
Fis-132549,9260,Leucoraja,melitensis,Maltese ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Leucoraja melitensis,CR,A2bcd+3bcd,Decreasing,2015,4
Fis-33311,9303,Raja,rondeleti,Rondelet's ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Raja rondeleti,NA,NA,NA,NA,NA
Fis-33633,9762,Acipenser,mikadoi,Sakhalin sturgeon,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Coastal fishes,Acipenser mikadoi,CR,A2cde,Decreasing,2010,4
Fis-158250,9875,Chaunacops,melanostomus,Tadpole coffinfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,Coastal fishes,Chaunacops melanostomus,NA,NA,NA,NA,NA
Fis-158249,9879,Chaunacops,coloratus,NA,Animalia,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,Coastal fishes,Chaunacops coloratus,NA,NA,NA,NA,NA
Fis-27533,9890,Microphis,argulus,Flat-nosed pipepfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Microphis argulus,LC,NA,Unknown,2017,0
Fis-27539,9905,Kuhlia,caudavittata,NA,Animalia,Chordata,Actinopterygii,Perciformes,Kuhliidae,Coastal fishes,Kuhlia caudavittata,NA,NA,NA,NA,NA
Fis-27546,9920,Hypleurochilus,langi,NA,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Hypleurochilus langi,LC,NA,Unknown,2014,0
Fis-50719,9971,Drombus,simulus,Pinafore goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Drombus simulus,NA,NA,NA,NA,NA
Fis-27597,9998,Stenogobius,gymnopomus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Stenogobius gymnopomus,LC,NA,Unknown,2012,0
Fis-27600,10006,Wheelerigobius,maltzani,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Wheelerigobius maltzani,LC,NA,Stable,2015,0
Fis-27678,10122,Cruriraja,parcomaculata,Roughnose legskate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Cruriraja parcomaculata,DD,NA,Unknown,2018,NA
Fis-27684,10136,Enchelycore,lichenosa,Reticulate hookjaw moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Coastal fishes,Enchelycore lichenosa,NA,NA,NA,NA,NA
Fis-33779,10139,Gymnothorax,chlamydatus,Banded mud moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Coastal fishes,Gymnothorax chlamydatus,NA,NA,NA,NA,NA
Fis-33808,10186,Lepidotrigla,dieuzeidei,Spiny gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Coastal fishes,Lepidotrigla dieuzeidei,LC,NA,Unknown,2015,0
Fis-33811,10193,Centrarchops,chapini,Barred seabass,Animalia,Chordata,Actinopterygii,Perciformes,Dinopercidae,Coastal fishes,Centrarchops chapini,LC,NA,Unknown,2015,0
Fis-27723,10229,Neoglyphidodon,bonang,Ocellated damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Neoglyphidodon bonang,NA,NA,NA,NA,NA
Fis-33832,10242,Plectroglyphidodon,flaviventris,Yellow-belly damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Plectroglyphidodon flaviventris,NA,NA,NA,NA,NA
Fis-33835,10246,Physiculus,natalensis,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,Coastal fishes,Physiculus natalensis,NA,NA,NA,NA,NA
Fis-33836,10247,Pomacentrus,albimaculus,Whitespot damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Pomacentrus albimaculus,NA,NA,NA,NA,NA
Fis-47103,10253,Rogadius,welanderi,Welander's flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Coastal fishes,Rogadius welanderi,LC,NA,Unknown,2016,0
Fis-33849,10270,Myctophum,fissunovi,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Myctophum fissunovi,NA,NA,NA,NA,NA
Fis-33855,10282,Pomachromis,fuscidorsalis,Tahitian reef-damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Pomachromis fuscidorsalis,NA,NA,NA,NA,NA
Fis-33857,10293,Amphichaetodon,melbae,Narrow-barred butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Coastal fishes,Amphichaetodon melbae,DD,NA,Unknown,2010,NA
Fis-27754,10303,Takifugu,porphyreus,NA,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Coastal fishes,Takifugu porphyreus,LC,NA,Unknown,2014,0
Fis-131124,10307,Cheilopogon,agoo,Japanese flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Coastal fishes,Cheilopogon agoo,NA,NA,NA,NA,NA
Fis-161065,10344,Eubleekeria,rapsoni,Rapson's ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Eubleekeria rapsoni,NA,NA,NA,NA,NA
Fis-33878,10346,Diagramma,punctatum,NA,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Coastal fishes,Diagramma punctatum,NA,NA,NA,NA,NA
Fis-33882,10353,Gobiomorphus,cotidianus,Common bully,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Coastal fishes,Gobiomorphus cotidianus,LC,NA,Unknown,2014,0
Fis-33900,10385,Snyderina,yamanokami,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,Coastal fishes,Snyderina yamanokami,NA,NA,NA,NA,NA
Fis-33912,10404,Parabathymyrus,macrophthalmus,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Coastal fishes,Parabathymyrus macrophthalmus,NA,NA,NA,NA,NA
Fis-144994,10419,Paraulopus,oblongus,NA,Animalia,Chordata,Actinopterygii,Aulopiformes,Paraulopidae,Coastal fishes,Paraulopus oblongus,NA,NA,NA,NA,NA
Fis-132050,10434,Glyptophidium,oceanium,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Glyptophidium oceanium,NA,NA,NA,NA,NA
Fis-33935,10435,Chaunax,fimbriatus,Tassled coffinfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,Coastal fishes,Chaunax fimbriatus,NA,NA,NA,NA,NA
Fis-27810,10447,Plectranthias,sagamiensis,NA,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Plectranthias sagamiensis,NA,NA,NA,NA,NA
Fis-33946,10450,Lucifuga,spelaeotes,New Providence cusk-eel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Coastal fishes,Lucifuga spelaeotes,VU,B1ab(iii),Unknown,2015,2
Fis-27849,10589,Centrodraco,insolitus,Western Australian slope dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Draconettidae,Coastal fishes,Centrodraco insolitus,NA,NA,NA,NA,NA
Fis-34053,10606,Callionymus,superbus,Proud dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Coastal fishes,Callionymus superbus,NA,NA,NA,NA,NA
Fis-34870,11849,Azurina,hirundo,Swallow damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Azurina hirundo,NT,NA,Unknown,2010,1
Fis-34055,10609,Callionymus,whiteheadi,Whitehead’s deepwater dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Coastal fishes,Callionymus whiteheadi,DD,NA,Unknown,2010,NA
Fis-34056,10610,Callionymus,meridionalis,Whiteflag dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Coastal fishes,Callionymus meridionalis,NA,NA,NA,NA,NA
Fis-167298,10621,Ostorhinchus,nigrocincta,Blackbelt cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Ostorhinchus nigrocincta,NA,NA,NA,NA,NA
Fis-27876,10644,Lophiodes,gracilimanus,NA,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Coastal fishes,Lophiodes gracilimanus,NA,NA,NA,NA,NA
Fis-34096,10681,Glyptophidium,macropus,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Glyptophidium macropus,NA,NA,NA,NA,NA
Fis-34109,10705,Synodus,usitatus,NA,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Coastal fishes,Synodus usitatus,LC,NA,Unknown,2016,0
Fis-34129,10729,Lumiconger,arafura,Luminous conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Coastal fishes,Lumiconger arafura,NA,NA,NA,NA,NA
Fis-168353,10739,Scalicus,investigatoris,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Peristediidae,Coastal fishes,Scalicus investigatoris,LC,NA,Unknown,2018,0
Fis-34136,10746,Gymnapogon,japonicus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Gymnapogon japonicus,NA,NA,NA,NA,NA
Fis-27910,10747,Batrachomoeus,trispinosus,Three-spined frogfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Coastal fishes,Batrachomoeus trispinosus,NA,NA,NA,NA,NA
Fis-143215,10786,Centropyge,aurantia,Golden angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Centropyge aurantia,LC,NA,Stable,2010,0
Fis-27929,10792,Conocara,microlepis,Elongate smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Coastal fishes,Conocara microlepis,NA,NA,NA,NA,NA
Fis-27933,10797,Thamnaconus,arenaceus,Sandy filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Coastal fishes,Thamnaconus arenaceus,NA,NA,NA,NA,NA
Fis-159582,10804,Glaucostegus,halavi,Halavi ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Sharks,Glaucostegus halavi,VU,A2d+3d,Decreasing,2017,2
Fis-34196,10882,Chaetodontoplus,ballinae,Ballina angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Chaetodontoplus ballinae,LC,NA,Unknown,2010,0
Fis-27991,10896,Genicanthus,semicinctus,Halfbanded angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Genicanthus semicinctus,LC,NA,Stable,2010,0
Fis-34217,10938,Apolemichthys,xanthopunctatus,Goldspotted angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Apolemichthys xanthopunctatus,LC,NA,Stable,2010,0
Fis-34254,10982,Centropyge,hotumatua,Blackear angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Centropyge hotumatua,LC,NA,Stable,2010,0
Fis-166181,10990,Centropyge,interrupta,Japanese angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Centropyge interrupta,NA,NA,NA,NA,NA
Fis-34261,10997,Centropyge,joculator,Yellowhead angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Centropyge joculator,LC,NA,Stable,2010,0
Fis-34344,11119,Chaetodontoplus,chrysocephalus,Orangeface angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Chaetodontoplus chrysocephalus,LC,NA,Unknown,2010,0
Fis-34362,11158,Genicanthus,spinus,Pitcairn angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Genicanthus spinus,LC,NA,Stable,2010,0
Fis-34440,11263,Talismania,mekistonema,Threadfin smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Coastal fishes,Talismania mekistonema,LC,NA,Unknown,2010,0
Fis-34474,11305,Barbantus,elongatus,NA,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Coastal fishes,Barbantus elongatus,DD,NA,Unknown,2015,NA
Fis-34593,11432,Maulisia,acuticeps,Sharpsnout tubeshoulder,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Coastal fishes,Maulisia acuticeps,NA,NA,NA,NA,NA
Fis-34641,11485,Monognathus,ahlstromi,Paddletail onejaw,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae,Coastal fishes,Monognathus ahlstromi,NA,NA,NA,NA,NA
Fis-28153,11622,Halichoeres,solorensis,Green wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Halichoeres solorensis,LC,NA,Unknown,2010,0
Fis-14464,11660,Gobius,bontii,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Gobius bontii,NA,NA,NA,NA,NA
Fis-34780,11700,Anguilla,nebulosa,Mottled eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Coastal fishes,Anguilla nebulosa,NA,NA,NA,NA,NA
Fis-150557,11731,Porocottus,mednius,Pored sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Coastal fishes,Porocottus mednius,NA,NA,NA,NA,NA
Fis-34808,11748,Eustomias,kreffti,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Eustomias kreffti,LC,NA,Unknown,2015,0
Fis-34814,11754,Eustomias,melanostigma,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Eustomias melanostigma,LC,NA,Unknown,2015,0
Fis-34816,11756,Eustomias,patulus,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Eustomias patulus,DD,NA,Unknown,2015,NA
Fis-34853,11825,Abudefduf,natalensis,Natal sergeant,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Abudefduf natalensis,LC,NA,Unknown,2017,0
Fis-34861,11838,Amphiprion,chagosensis,Chagos anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion chagosensis,LC,NA,Unknown,2017,0
Fis-34862,11839,Amphiprion,chrysogaster,Mauritian anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion chrysogaster,NA,NA,NA,NA,NA
Fis-34864,11842,Amphiprion,fuscocaudatus,Seychelles anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion fuscocaudatus,LC,NA,Unknown,2017,0
Fis-34866,11844,Amphiprion,latifasciatus,Madagascar anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion latifasciatus,NA,NA,NA,NA,NA
Fis-34869,11848,Azurina,eupalama,Galapagos damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Azurina eupalama,CR,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",Unknown,2010,4
Fis-34871,11850,Chromis,abyssicola,Deepsea chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis abyssicola,NA,NA,NA,NA,NA
Fis-34872,11851,Chromis,albomaculata,White-spotted chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis albomaculata,LC,NA,Unknown,2017,0
Fis-34873,11852,Chromis,alleni,Allen's chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis alleni,LC,NA,Unknown,2017,0
Fis-34874,11853,Chromis,alta,Oval damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis alta,LC,NA,Unknown,2010,0
Fis-28228,11854,Chromis,axillaris,Grey chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis axillaris,LC,NA,Unknown,2017,0
Fis-34875,11856,Amphiprion,omanensis,Oman anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion omanensis,LC,NA,Unknown,2017,0
Fis-34878,11865,Chromis,intercrusma,Peruvian chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis intercrusma,LC,NA,Unknown,2010,0
Fis-28283,11968,Chrysiptera,niger,Black damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chrysiptera niger,NA,NA,NA,NA,NA
Fis-28284,11969,Chrysiptera,rapanui,Easter damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chrysiptera rapanui,NA,NA,NA,NA,NA
Fis-113288,12015,Phthanophaneron,harveyi,Gulf flashlightfish,Animalia,Chordata,Actinopterygii,Beryciformes,Anomalopidae,Coastal fishes,Phthanophaneron harveyi,DD,NA,Unknown,2010,NA
Fis-34961,12024,Sanopus,splendidus,Coral toadfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Coastal fishes,Sanopus splendidus,EN,B2ab(iii),Unknown,2015,3
Fis-35006,12134,Lipogramma,flavescens,Yellow basslet,Animalia,Chordata,Actinopterygii,Perciformes,Grammatidae,Coastal fishes,Lipogramma flavescens,DD,NA,Unknown,2015,NA
Fis-114945,12137,Lipogramma,rosea,Rosy basslet,Animalia,Chordata,Actinopterygii,Perciformes,Grammatidae,Coastal fishes,Lipogramma rosea,LC,NA,Unknown,2015,0
Fis-17275,12364,Pentaceros,wheeleri,Slender armorhead,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Coastal fishes,Pentaceros wheeleri,NA,NA,NA,NA,NA
Fis-35154,12409,Apogon,mosavi,Dwarf cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Apogon mosavi,LC,NA,Unknown,2015,0
Fis-35165,12426,Chromis,okamurai,Okinawa chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis okamurai,NA,NA,NA,NA,NA
Fis-35166,12428,Chromis,pelloura,Duskytail chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis pelloura,NA,NA,NA,NA,NA
Fis-35169,12431,Chromis,scotochiloptera,Philippines chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis scotochiloptera,NA,NA,NA,NA,NA
Fis-35179,12449,Chrysiptera,sinclairi,Sinclair's demoisselle,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chrysiptera sinclairi,NA,NA,NA,NA,NA
Fis-28515,12454,Phenacoscorpius,nebris,Short-tube scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Coastal fishes,Phenacoscorpius nebris,NA,NA,NA,NA,NA
Fis-35180,12456,Microspathodon,frontatus,Guinean damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Microspathodon frontatus,LC,NA,Unknown,2015,0
Fis-35181,12457,Neoglyphidodon,crossi,Cross' damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Neoglyphidodon crossi,NA,NA,NA,NA,NA
Fis-35184,12465,Parma,alboscapularis,Black scalyfin,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Parma alboscapularis,NA,NA,NA,NA,NA
Fis-35185,12467,Parma,bicolor,Bicolor scalyfin,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Parma bicolor,NA,NA,NA,NA,NA
Fis-35186,12468,Parma,kermadecensis,Kermadec scalyfin,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Parma kermadecensis,NA,NA,NA,NA,NA
Fis-35191,12475,Plectroglyphidodon,randalli,Mauritian damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Plectroglyphidodon randalli,NA,NA,NA,NA,NA
Fis-149753,12477,Pomacentrus,agassizii,Creole damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Pomacentrus agassizii,NA,NA,NA,NA,NA
